node,sig
10295,272.72103913315306
10297,269.34099987863453
10298,275.94440596998396
10299,274.44025495473295
10300,270.39615768988494
10301,278.26586546520707
10302,274.36486239085986
10303,275.44703523334397
10304,277.47994873485254
10305,276.8048240806538
10306,282.14328092845597
10307,281.4549114571313
10308,280.90460541715316
10309,280.8069572667898
10310,279.6156357356066
10311,280.0740808231973
10312,281.9700007930551
10314,281.90070716589025
10315,281.5050645899871
10316,281.3137160150896
10317,282.0457063569197
10318,282.489924839982
10345,279.9179110938372
10355,280.9167615309925
10356,272.32630347603487
10357,271.0352635017159
10360,281.2649285709148
10364,268.8885041715687
10366,270.1844961339772
10368,272.91746085536766
10371,276.79756057217656
10373,272.67274616564475
10374,279.1685800200745
10379,273.5965657252539
10380,275.0498006093863
10381,269.42738782029676
10390,281.1725819336461
10391,279.3191133196336
10392,280.05176223683134
10393,277.4815476218844
10394,284.0339438688261
10395,281.4784823603202
10396,274.2597324429921
10397,272.19074989771354
10398,274.6455205810056
10399,281.4509489278713
10401,271.8934708557848
10404,276.63217011629
10406,279.90347137483013
10407,284.0114649759701
10408,277.15421014213837
10409,275.6592029780526
10413,271.26931415674983
10414,281.2119215107477
10415,283.1127698589166
10416,267.879929921348
10418,282.12761973448994
10419,280.4569112964259
10420,277.3642521196123
10421,268.3792000386986
10423,280.75188032875883
10425,269.2143921203217
10426,277.2139842149103
10445,270.823832530955
10446,266.6706036125687
10447,265.16452949385405
10448,267.0880640263714
10461,270.2876516560931
10464,274.42973588864925
10465,282.02852540402625
10466,279.3889629087494
10467,270.69754832145486
10468,280.96619106825256
10471,269.59045146366105
10472,270.5367804247881
10473,279.5529022579345
10483,279.3500125391811
10484,271.80634734019134
10485,276.43112205960006
10486,272.0801742631695
10500,279.5117535164727
10503,276.4559880664499
10505,275.22077510391614
10507,282.13372228567107
10510,281.61478757372527
10511,279.50159838819974
10513,282.4865616719359
10515,279.2779055670527
10516,273.426218082054
10517,276.9839342637817
10518,274.81841859223425
10520,276.1312014427109
10521,273.9543553116431
10522,278.736050325585
10523,279.4383969963005
10525,280.0052016276792
10527,273.82972130685766
10529,282.9250771696857
10531,273.4988605371908
10532,276.0608307704216
10537,273.01939042048775
10538,272.74380681048206
10539,269.33242336518424
10541,280.3117387346425
10542,281.88028846364205
10544,277.29228552267216
10545,280.9579535981752
10547,273.4329957708393
10550,282.61127522412033
10551,280.38746097941055
10552,279.8181396110822
10553,280.2848608474264
10554,281.3823250231941
10557,268.5049076503865
10563,282.38827824883094
10565,274.2379516892752
10566,282.7412125226351
10573,281.97666473220806
10574,276.53131910044306
10576,270.8113039982853
10578,270.10340509073774
10583,275.14801048689367
10584,277.6774541515972
10585,280.9818729351136
10587,275.9900072115167
10588,280.86324016040544
10589,281.5075088640122
10591,276.0629316049793
10592,275.80380086674154
10593,270.71616233127224
10594,272.0270552629644
10595,271.1587825953088
10596,269.53156583811074
10597,276.74966802061067
10598,281.3405654723356
10600,271.0396231945597
10602,269.3944468731348
10603,272.25724346698706
10604,281.7940612934243
10605,282.1710760415351
10606,280.9413166984614
10607,280.82107674694976
10608,282.3053409688767
10628,281.6970258383283
10629,272.52136824267734
10630,268.75818366266094
10633,272.5575669914191
10635,276.98459972198884
10636,278.6618309819131
10637,274.0563101651161
10638,269.885188874508
10640,282.32564943138726
10641,265.7465348822407
10642,279.67321137772467
10646,270.09179523560846
10649,270.8136308398605
10650,282.1183014884782
10651,276.9485486280835
10657,281.97319423507156
10659,275.8590254568834
10661,281.08947349378514
10663,276.03675728408746
10664,280.971197235335
10665,280.52587364199985
10666,280.5993250454702
10667,276.6332807431142
10669,276.52231772863036
10670,273.1152962874245
10671,271.3350609020481
10672,274.95912711715215
10674,281.7513962189555
10676,280.10153425338046
10677,280.7240303918843
10679,284.2325956330152
10680,272.70449910968136
10681,284.4444832786021
10684,279.9099686952866
10686,271.3856091924015
10687,269.91668220860777
10688,270.660504333431
10689,274.2983210914289
10692,280.49658525091854
10696,272.1043297332348
10710,269.05592194585154
10711,267.6830212145539
10725,270.90291496429813
10726,276.8156029468828
10727,280.77000014787757
10730,281.70985834600526
10731,274.97193703161594
10732,277.75038437663875
10733,270.62514042349096
10734,268.432308704084
10741,268.9510707438676
10744,281.01219298484784
10746,282.3297605852439
10749,271.23591193968116
10752,268.51414885084023
10753,269.0845231179345
10756,276.6571329436773
10757,270.31516457153595
10761,270.60359261841006
10766,276.28294759966093
